0,0,0,0,0,0,0,0,0,1,0,0.8276
0,0,0,0,1,0,0,0,0,1,0,0.6691
0,0,0,0,0,0,0,1,0,1,0.33,0.6691
1,1,0,0,0,0,0,0,0,1,0,0.6290
1,1,0,0,0,0,0,0,0,1,0.17,0.6290
1,0,0,0,0,1,0,0,0,0,0.67,0.6290
0,0,0,0,0,0,0,0,0,0,0,0.7695
0,0,0,0,0,0,0,0,0,1,0.67,0.4912
0,0,0,0,1,0,0,0,0,1,0,0.6290
1,1,0,0,0,0,0,0,0,1,0,0.5750
0,0,0,0,0,0,0,0,0,0,0.67,0.5750
0,0,0,0,0,0,0,0,1,1,0.17,0.5750
1,1,0,0,0,0,0,0,0,0,0,0.6290
0,0,0,0,0,0,0,0,0,0,0.67,0.9243
0,0,0,0,0,0,0,0,0,1,0.67,0.7500
0,0,0,0,0,0,0,0,0,1,0.17,0.6290
0,0,0,0,0,0,0,0,0,0,0.67,0.6691
0,0,0,0,0,0,0,0,0,0,0,0.5750
0,0,0,0,0,0,0,0,0,0,0.67,0.8745
0,0,0,0,1,0,0,0,0,1,0.67,0.4912
1,1,0,0,0,0,0,0,0,1,0,0.5750
0,0,0,0,0,0,0,0,0,1,0,0.5750
1,0,0,0,0,1,0,0,0,0,0,0.8276
0,0,0,0,0,0,0,0,0,0,0.67,0.9201
0,0,0,0,0,0,0,0,0,0,0,0.6691
0,0,0,0,0,0,0,1,0,1,0.17,0.5750
0,0,0,0,0,0,0,0,0,1,0.67,0.7695
1,1,0,0,0,0,0,0,0,1,0.67,0.7500
1,1,0,0,0,0,0,0,0,1,0,0.4912
0,0,0,0,0,0,0,0,0,1,0.67,0.5750
1,1,0,0,0,0,0,0,0,1,0,0.5750
0,0,0,0,0,0,0,0,1,1,0.67,0.6691
1,0,0,0,0,0,0,0,0,0,0.17,0.7500
1,1,0,0,0,0,0,0,0,0,0.17,0.5750
1,0,0,0,0,0,0,0,0,1,0.67,0.5750
0,0,0,0,0,0,0,0,0,1,0.33,0.7010
1,0,0,0,0,0,0,0,0,1,0,0.5750
0,0,0,0,0,0,0,0,0,1,0,0.6691
0,0,0,0,0,0,0,0,0,0,0.67,0.6691
0,0,0,0,0,0,0,1,0,1,0,0.4912
0,0,0,0,0,0,0,1,0,0,0.67,0.4912
0,0,0,0,0,0,0,0,0,1,0,0.5750
0,0,0,0,0,0,0,0,0,1,0.67,0.8818
1,1,0,0,0,0,0,0,0,0,0.17,0.7695
0,0,0,0,0,0,0,1,0,1,0.33,0.8276
0,0,0,0,0,0,0,0,0,1,0.67,0.7695
0,0,0,0,1,0,0,0,0,1,0.17,0.7010
0,0,1,0,0,0,1,0,0,1,0.67,0.8947
1,1,0,0,0,0,0,0,0,0,0,0.7695
1,0,0,0,0,0,0,0,0,1,0,0.8818
1,0,0,0,0,1,0,0,0,1,0.67,0.6691
1,0,0,0,0,0,0,0,0,0,0.17,0.6691
1,1,0,0,0,0,0,0,0,1,0.33,0.5750
1,0,0,0,0,1,0,0,0,1,0.67,0.9243
1,0,0,0,0,0,0,0,0,0,0.17,0.9201
0,0,0,0,1,0,0,0,0,1,0.67,0.7010
0,0,1,0,0,0,1,0,0,1,0.17,0.7275
0,0,0,0,0,0,0,0,0,1,0.17,0.9157
1,1,0,0,0,0,0,0,0,0,0.17,0.9243
0,0,0,0,0,0,0,0,0,1,0.83,0.5750
1,0,0,0,0,1,0,0,0,1,0.33,0.7010
0,0,1,0,0,0,1,0,0,1,0.17,0.7695
0,0,0,0,0,0,0,0,0,1,0,0.5750
1,0,0,0,0,1,0,0,0,0,0.67,0.9059
1,1,0,0,0,0,0,0,0,1,0.67,0.5750
1,1,0,0,0,0,0,0,0,0,0.17,0.9243
0,0,0,0,0,0,0,0,0,1,0.67,0.5750
1,1,0,0,0,0,0,0,0,1,0,0.6290
0,0,0,0,1,0,0,0,0,1,0.67,0.6290
0,0,0,0,0,0,0,0,0,1,0,0.5750
0,0,0,0,0,0,0,0,0,1,0.17,0.5750
0,0,0,0,0,0,0,0,0,0,0.83,0.7695
1,0,0,0,0,0,0,0,0,0,0,0.5750
0,0,0,0,0,0,0,1,0,1,0.17,0.6290
0,0,0,0,0,0,0,0,0,0,0.5,0.6691
1,0,0,0,0,0,0,0,0,1,0,0.7010
0,0,0,0,0,0,0,0,0,0,0.5,0.6691
0,0,0,0,0,0,0,1,0,1,0.17,0.6290
0,0,0,0,0,0,0,0,0,0,0.5,0.8276
0,0,0,0,1,0,0,0,0,1,0.67,0.9243
0,0,0,0,0,0,0,0,1,0,0.67,0.6290
0,0,0,0,0,0,0,0,0,0,0.17,0.5750
0,0,0,0,1,0,0,0,0,0,0.67,0.6290
1,0,0,0,0,1,0,0,0,1,0,0.6691
0,0,0,0,1,0,0,0,0,0,0,0.6290
0,0,0,0,0,0,0,0,0,0,0.83,0.8276
0,0,1,0,0,0,1,0,0,1,0.67,0.6290
0,0,0,0,0,0,0,0,0,1,0.67,0.7695
0,0,0,0,1,0,0,0,0,1,0.67,0.7010
0,0,0,0,0,0,0,0,0,0,0.17,0.7695
1,0,0,0,0,1,0,0,0,1,0.67,0.7695
0,0,0,0,1,0,0,0,0,0,0,0.6691
1,0,0,0,0,0,0,0,0,0,0.67,0.4912
0,0,1,0,0,0,1,0,0,1,0.33,0.6691
0,0,0,0,1,0,0,0,0,0,0.17,0.4912
0,0,0,0,0,0,0,0,0,1,0.83,0.7695
0,0,0,0,0,0,0,0,1,0,0.67,0.7695
0,0,0,0,0,0,0,0,0,1,0.67,0.6290
0,0,0,0,0,0,0,0,0,1,0,0.8667
1,0,0,0,0,0,0,0,0,0,0,0.5750
0,0,0,0,0,0,0,0,0,1,0,0.6691
0,0,0,0,0,0,0,0,0,0,0.83,0.5750
0,0,0,0,0,0,0,0,0,0,0,0.8018
1,0,0,0,0,0,0,0,0,1,0,0.4912
0,0,0,0,0,0,0,0,0,1,0.67,0.8276
1,0,0,0,0,1,0,0,0,1,0.33,0.8947
0,0,0,0,0,0,0,0,0,1,0.83,0.7695
1,0,0,0,0,1,0,0,0,0,0.5,0.8276
0,0,0,0,0,0,0,0,0,0,0,0.6691
1,0,0,0,0,0,0,0,0,1,0.67,0.5750
