experimento1, experimento2, experimento3, experimento4, experimento5, experimento6, experimento7, experimento8, experimento9, experimento10, experimento11, experimento12, experimento13, experimento14, experimento15, experimento16, experimento17, experimento18, experimento19, experimento20, experimento21, experimento22, experimento23, experimento24, experimento25, experimento26, experimento27, experimento28, experimento29, experimento30
346.051180, 335.518267, 333.449397, 331.430115, 359.588614, 354.922264, 266.553754, 360.300823, 314.962864, 341.994110, 344.959963, 382.738528, 350.510485, 332.639662, 346.784731, 366.701114, 354.173884, 358.624655, 317.551427, 359.283789, 356.252744, 362.304327, 347.455925, 361.372076, 307.718334, 355.864976, 334.529386, 348.090674, 358.517176, 383.513399
346.051180, 335.518267, 333.449397, 331.430115, 284.793425, 354.922264, 266.553754, 300.682501, 314.962864, 340.885890, 323.916558, 315.508231, 326.927930, 306.877779, 346.784731, 314.847530, 316.066661, 257.077400, 317.551427, 299.510209, 356.252744, 316.198922, 292.035767, 360.757554, 307.718334, 340.723200, 334.529386, 348.090674, 282.090515, 353.007070
320.079195, 318.724333, 279.210978, 286.599195, 284.793425, 342.589927, 266.553754, 300.682501, 299.799678, 234.043930, 307.123497, 311.944342, 264.259000, 306.877779, 300.316596, 301.392061, 303.619092, 257.077400, 305.465351, 299.510209, 256.272075, 316.198922, 292.035767, 336.743016, 263.510962, 305.040448, 310.567271, 303.540409, 224.597062, 291.716930
320.079195, 292.147726, 279.210978, 286.599195, 284.793425, 273.986506, 266.553754, 287.529010, 290.024711, 234.043930, 300.787274, 311.944342, 264.259000, 306.877779, 298.745592, 264.121383, 283.307221, 257.077400, 296.823479, 289.600220, 256.272075, 296.980267, 292.035767, 261.790507, 263.510962, 305.040448, 310.567271, 254.277675, 224.597062, 291.716930
310.611998, 292.147726, 279.210978, 286.599195, 258.968875, 273.986506, 266.553754, 287.529010, 290.024711, 234.043930, 292.999523, 281.758970, 232.631174, 306.877779, 298.745592, 264.121383, 257.188262, 257.077400, 296.823479, 289.600220, 256.272075, 296.980267, 283.176268, 261.790507, 263.510962, 277.503158, 290.583254, 254.277675, 224.597062, 291.716930
291.449085, 292.147726, 275.596372, 286.599195, 258.968875, 273.986506, 266.553754, 287.529010, 290.024711, 234.043930, 244.487440, 273.333286, 232.631174, 278.209757, 298.745592, 264.121383, 257.188262, 257.077400, 280.750075, 289.600220, 256.272075, 296.980267, 270.256173, 236.820792, 263.510962, 277.503158, 240.353504, 254.277675, 224.597062, 284.827353
291.449085, 278.273210, 275.437154, 286.599195, 258.968875, 273.986506, 266.553754, 287.529010, 265.965744, 234.043930, 244.487440, 273.333286, 232.631174, 278.209757, 254.242890, 262.751703, 217.401577, 254.051795, 279.183364, 289.600220, 256.272075, 296.980267, 270.256173, 236.820792, 263.510962, 277.503158, 240.353504, 254.277675, 224.597062, 284.827353
261.106483, 244.785167, 271.334450, 276.638395, 258.968875, 270.746008, 266.553754, 238.656751, 265.965744, 234.043930, 244.487440, 268.125790, 232.631174, 278.209757, 254.242890, 262.751703, 217.401577, 254.051795, 279.183364, 289.600220, 256.272075, 294.766239, 270.256173, 236.820792, 263.510962, 277.503158, 240.353504, 254.277675, 224.597062, 284.827353
261.106483, 244.785167, 271.334450, 242.318437, 258.968875, 270.746008, 266.553754, 238.656751, 265.965744, 234.043930, 244.487440, 262.707912, 232.631174, 278.209757, 254.242890, 262.751703, 217.401577, 254.051795, 264.957071, 289.600220, 226.807273, 278.584296, 270.256173, 236.820792, 263.510962, 277.503158, 240.353504, 254.277675, 224.597062, 284.827353
261.106483, 244.785167, 250.981316, 242.318437, 258.968875, 241.287879, 266.550286, 238.656751, 229.812941, 234.043930, 244.487440, 262.707912, 232.631174, 278.209757, 252.496627, 262.751703, 217.401577, 254.051795, 264.957071, 289.600220, 226.807273, 275.112719, 254.801852, 236.820792, 263.510962, 277.503158, 240.353504, 254.277675, 224.597062, 284.827353
261.106483, 244.785167, 250.981316, 242.318437, 253.635824, 241.287879, 266.550286, 238.656751, 229.812941, 229.775196, 244.487440, 262.707912, 232.631174, 278.209757, 252.496627, 262.751703, 217.401577, 254.051795, 264.957071, 281.523401, 226.807273, 267.455584, 254.801852, 236.820792, 263.510962, 277.503158, 240.353504, 254.277675, 224.597062, 284.827353
261.106483, 244.785167, 250.981316, 242.318437, 253.635824, 241.287879, 259.013691, 238.656751, 229.812941, 229.775196, 244.487440, 252.605667, 232.631174, 278.209757, 252.496627, 260.044289, 217.401577, 254.051795, 251.008036, 246.261386, 226.807273, 265.245148, 254.801852, 236.820792, 255.964359, 247.384606, 240.353504, 254.277675, 224.597062, 256.711333
261.106483, 244.785167, 250.981316, 242.318437, 253.635824, 241.287879, 228.429974, 238.656751, 229.812941, 229.775196, 244.487440, 243.200938, 232.631174, 278.209757, 252.496627, 251.829003, 217.401577, 250.195957, 251.008036, 246.261386, 226.807273, 265.245148, 247.007287, 236.820792, 255.964359, 247.384606, 240.353504, 254.277675, 224.597062, 256.711333
261.106483, 244.785167, 236.992806, 242.318437, 253.635824, 241.287879, 228.429974, 238.656751, 229.812941, 229.775196, 244.487440, 243.200938, 232.631174, 278.209757, 252.496627, 251.829003, 217.401577, 250.195957, 251.008036, 246.261386, 226.807273, 265.245148, 247.007287, 236.820792, 255.964359, 247.384606, 240.353504, 254.277675, 224.597062, 256.711333
261.106483, 244.785167, 236.992806, 242.318437, 253.203051, 241.287879, 228.429974, 238.656751, 229.812941, 229.775196, 244.487440, 243.200938, 232.631174, 278.209757, 252.496627, 251.829003, 217.401577, 250.195957, 251.008036, 246.261386, 226.807273, 265.245148, 247.007287, 236.820792, 255.964359, 247.384606, 240.353504, 254.277675, 224.597062, 256.711333
261.106483, 244.785167, 236.992806, 242.318437, 253.203051, 241.287879, 228.429974, 238.656751, 229.812941, 229.775196, 244.487440, 243.200938, 232.631174, 278.209757, 252.496627, 250.879562, 217.401577, 250.195957, 251.008036, 246.261386, 226.807273, 265.245148, 247.007287, 236.820792, 255.964359, 247.384606, 240.353504, 243.938609, 224.597062, 256.711333
261.106483, 244.785167, 236.992806, 242.318437, 253.203051, 241.287879, 228.429974, 238.656751, 229.812941, 229.775196, 236.537293, 243.200938, 232.631174, 257.883623, 252.496627, 233.047211, 217.401577, 236.001705, 251.008036, 246.261386, 226.807273, 265.245148, 247.007287, 236.820792, 255.964359, 247.384606, 232.331602, 243.938609, 224.597062, 256.711333
261.106483, 244.785167, 236.992806, 242.318437, 253.203051, 241.287879, 225.462124, 238.656751, 229.812941, 229.775196, 236.537293, 243.200938, 232.631174, 257.883623, 252.496627, 233.047211, 217.401577, 236.001705, 251.008036, 246.261386, 226.807273, 265.245148, 247.007287, 236.820792, 255.964359, 247.384606, 232.331602, 243.938609, 224.597062, 256.711333
261.106483, 244.785167, 236.992806, 242.318437, 253.203051, 241.287879, 225.462124, 238.656751, 229.812941, 229.775196, 236.537293, 243.200938, 232.631174, 257.883623, 252.496627, 233.047211, 217.401577, 236.001705, 251.008036, 243.899650, 226.807273, 257.651949, 247.007287, 236.820792, 255.964359, 247.384606, 232.331602, 243.938609, 224.597062, 256.711333
261.106483, 244.785167, 236.992806, 242.318437, 253.203051, 241.287879, 225.462124, 238.656751, 229.812941, 229.775196, 232.589868, 240.388893, 232.631174, 257.883623, 252.496627, 233.047211, 217.401577, 236.001705, 251.008036, 243.899650, 226.807273, 257.651949, 228.368256, 236.820792, 254.815362, 247.384606, 232.331602, 243.938609, 224.597062, 256.711333
261.106483, 244.785167, 236.992806, 242.318437, 253.203051, 241.287879, 225.462124, 238.656751, 229.812941, 229.775196, 223.034207, 221.072743, 232.631174, 257.883623, 252.496627, 233.047211, 217.401577, 236.001705, 251.008036, 212.489197, 226.807273, 257.651949, 228.368256, 236.820792, 254.815362, 247.384606, 200.585539, 211.173378, 224.597062, 256.711333
261.106483, 244.785167, 236.992806, 242.318437, 253.203051, 241.287879, 225.462124, 238.656751, 229.812941, 229.775196, 223.034207, 221.072743, 232.631174, 257.883623, 252.496627, 232.424899, 216.739737, 236.001705, 251.008036, 212.489197, 226.807273, 257.651949, 228.368256, 236.820792, 254.815362, 247.384606, 200.585539, 211.173378, 224.597062, 256.711333
261.106483, 244.785167, 236.992806, 242.318437, 239.147722, 241.287879, 225.462124, 238.656751, 229.812941, 229.775196, 213.561248, 221.072743, 232.631174, 257.883623, 252.496627, 232.424899, 216.739737, 236.001705, 251.008036, 212.489197, 226.807273, 257.651949, 228.368256, 236.820792, 254.815362, 247.384606, 200.585539, 211.173378, 224.597062, 256.711333
261.106483, 244.785167, 236.992806, 242.318437, 239.147722, 241.287879, 225.462124, 238.656751, 229.812941, 229.775196, 185.192941, 221.072743, 232.631174, 254.530014, 252.496627, 232.424899, 216.739737, 236.001705, 251.008036, 212.489197, 226.807273, 257.651949, 228.368256, 236.820792, 254.815362, 247.384606, 200.585539, 211.173378, 224.597062, 256.711333
253.047399, 244.785167, 236.992806, 242.318437, 239.147722, 241.287879, 225.462124, 238.656751, 229.812941, 229.775196, 185.192941, 221.072743, 232.631174, 254.530014, 252.496627, 232.424899, 216.739737, 236.001705, 221.254104, 212.489197, 226.807273, 257.651949, 228.368256, 236.312133, 216.289328, 247.384606, 200.585539, 211.173378, 224.597062, 256.711333
253.047399, 244.785167, 236.992806, 242.318437, 239.147722, 241.287879, 225.462124, 238.656751, 229.812941, 229.775196, 185.192941, 221.072743, 232.631174, 254.530014, 252.496627, 232.424899, 216.739737, 236.001705, 221.254104, 212.489197, 226.807273, 257.651949, 228.368256, 236.312133, 216.289328, 247.384606, 200.585539, 211.173378, 224.597062, 256.711333
253.047399, 244.785167, 236.992806, 242.318437, 239.147722, 241.287879, 225.462124, 238.656751, 229.812941, 229.775196, 185.192941, 221.072743, 232.631174, 254.530014, 244.735481, 232.424899, 216.739737, 236.001705, 221.254104, 212.489197, 226.807273, 236.457445, 228.368256, 236.312133, 216.289328, 247.384606, 200.585539, 211.173378, 224.597062, 256.711333
253.047399, 244.785167, 236.992806, 242.318437, 239.147722, 241.287879, 225.462124, 211.602291, 229.812941, 229.775196, 185.192941, 221.072743, 232.631174, 254.530014, 244.735481, 232.424899, 216.739737, 236.001705, 221.254104, 212.489197, 217.187551, 236.457445, 228.368256, 236.312133, 216.289328, 247.384606, 200.585539, 211.173378, 224.597062, 245.012766
253.047399, 244.785167, 236.992806, 242.318437, 239.147722, 241.287879, 225.462124, 211.602291, 229.812941, 229.775196, 185.192941, 221.072743, 232.631174, 254.530014, 244.735481, 226.365965, 216.739737, 236.001705, 221.254104, 212.489197, 217.187551, 236.457445, 228.368256, 236.312133, 216.289328, 247.384606, 200.585539, 211.173378, 224.597062, 245.012766
253.047399, 244.785167, 236.992806, 242.318437, 228.580044, 241.287879, 225.462124, 211.602291, 229.812941, 229.775196, 185.192941, 221.072743, 232.631174, 254.530014, 244.735481, 226.365965, 216.739737, 236.001705, 221.254104, 212.489197, 217.187551, 223.719733, 228.368256, 236.312133, 216.289328, 247.384606, 200.585539, 211.173378, 224.597062, 245.012766
253.047399, 244.785167, 232.104147, 242.318437, 228.580044, 241.287879, 225.462124, 211.602291, 229.812941, 229.775196, 185.192941, 221.072743, 232.631174, 254.530014, 244.735481, 226.365965, 216.739737, 236.001705, 221.254104, 212.489197, 217.187551, 223.719733, 228.368256, 236.312133, 216.289328, 247.384606, 200.585539, 211.173378, 224.597062, 245.012766
253.047399, 244.785167, 232.104147, 242.318437, 228.580044, 241.287879, 225.462124, 211.602291, 229.812941, 229.775196, 185.192941, 221.072743, 232.631174, 254.530014, 238.333434, 226.365965, 216.739737, 236.001705, 221.254104, 212.489197, 217.187551, 223.719733, 228.368256, 236.312133, 216.289328, 247.384606, 200.585539, 211.173378, 224.597062, 245.012766
253.047399, 244.785167, 232.104147, 242.318437, 228.580044, 241.287879, 225.462124, 211.602291, 229.812941, 229.775196, 185.192941, 221.072743, 232.631174, 254.530014, 238.333434, 226.365965, 216.739737, 236.001705, 221.254104, 212.489197, 217.187551, 223.719733, 228.368256, 236.312133, 216.289328, 247.384606, 200.585539, 211.173378, 224.597062, 245.012766
253.047399, 244.785167, 232.104147, 242.318437, 228.580044, 241.287879, 225.462124, 211.602291, 229.812941, 229.775196, 185.192941, 221.072743, 232.631174, 254.530014, 238.333434, 226.365965, 216.739737, 236.001705, 221.254104, 212.489197, 217.187551, 223.719733, 228.368256, 236.312133, 216.289328, 247.384606, 200.585539, 211.173378, 224.597062, 245.012766
