77.472727 76.009091 89.072727 113.390909 141.736364 170.009091 183.218182 190.881818 197.4 201.363636 204.063636 204.363636 205.127273 206.927273 206.772727 204.481818 
183.637209 187.35814 191.944186 194.767442 196.088372 196.888372 197.632558 198.846512 200.786047 202.376744 201.893023 202.283721 203.84186 204.64186 204.381395 200.95814 
152.271318 154.806202 157.577519 158.162791 157.449612 157.841085 157.705426 155.209302 154.651163 154.550388 153.678295 154.174419 153.972868 155.550388 157.651163 157.085271 
220.95107 221.819572 222.171254 222.59633 222.703364 222.620795 222.159021 222.883792 223.51682 223.703364 223.862385 223.975535 224.318043 224.562691 224.795107 224.64526 
133.662069 131.393103 126.22069 123.703448 125.027586 120.758621 117.896552 117.255172 119.055172 127.931034 131.517241 130.813793 131.248276 132.97931 134.972414 138.813793 
75.189189 68.351351 77.405405 89.027027 112.486486 140.162162 153.243243 157.108108 142.864865 139.432432 129.189189 106.243243 88.027027 75.324324 71.027027 68.243243 
103.358025 76.876543 62.481481 59.222222 51.358025 51.08642 50.259259 49.790123 49.333333 48.555556 49.148148 47.012346 45.703704 45.296296 45.617284 47.08642 
53.188571 51.811429 52.7 53.502857 53.257143 52.325714 51.688571 52.354286 51.791429 51.448571 50.94 50.108571 50.157143 50.851429 51.885714 52.185714 
57.774194 50.55914 53.408602 56.978495 59.88172 64.709677 73.333333 89.322581 117.075269 144.064516 164.989247 172.311828 175.892473 183.462366 188.44086 188.225806 
188.8 186.476923 169.584615 145.415385 117.846154 100.446154 131.892308 163.8 180.215385 177.292308 179.461538 185.415385 193.323077 197.938462 198.584615 196.892308 
177.658537 182.0 178.195122 159.292683 120.634146 86.243902 59.268293 51.04878 51.317073 49.04878 48.707317 49.292683 48.317073 52.341463 56.390244 57.97561 
184.552632 165.657895 111.026316 78.578947 60.236842 60.236842 65.052632 72.5 95.105263 126.736842 155.078947 174.236842 189.657895 192.263158 194.921053 195.289474 
67.052632 56.631579 50.157895 51.894737 56.131579 55.157895 63.973684 76.447368 102.815789 135.026316 152.131579 150.605263 130.131579 106.0 96.894737 86.315789 
77.390476 75.161905 77.371429 87.304762 102.295238 115.742857 132.819048 144.133333 153.066667 153.847619 149.533333 150.32381 155.190476 160.12381 161.019048 158.6 
66.543478 66.054348 69.521739 75.271739 81.271739 84.402174 78.01087 78.347826 81.532609 77.032609 71.130435 65.358696 63.26087 61.5 60.217391 60.967391 
54.417582 54.175824 54.406593 52.516484 53.571429 54.208791 53.076923 54.527473 58.252747 63.494505 68.340659 71.703297 71.395604 70.868132 65.527473 66.483516 
183.739837 184.772358 185.728997 185.875339 185.539295 184.476965 182.731707 183.216802 182.780488 182.203252 182.468835 181.737127 182.168022 183.669377 183.780488 183.081301 
211.325926 211.951852 212.088889 212.87037 213.040741 212.618519 212.244444 212.174074 213.155556 213.337037 212.744444 212.596296 213.540741 213.759259 213.57037 212.32963 
195.616667 200.35 198.483333 199.933333 202.683333 204.2 204.283333 204.716667 204.616667 192.133333 152.116667 108.033333 74.266667 62.366667 59.883333 67.65 
198.717172 199.575758 201.282828 202.080808 204.212121 206.868687 206.434343 208.555556 210.343434 209.262626 203.555556 194.191919 175.686869 138.575758 104.939394 82.818182 
141.858586 142.707071 145.69697 148.888889 150.59596 157.737374 159.575758 158.050505 155.626263 150.919192 144.747475 131.79798 107.454545 91.464646 82.40404 87.161616 
169.528571 152.771429 113.714286 71.0 59.3 56.128571 53.685714 52.1 51.514286 52.1 53.057143 54.371429 52.828571 49.385714 52.657143 58.6 
201.716216 205.405405 208.337838 208.77027 208.5 203.608108 190.5 163.108108 127.608108 87.22973 65.283784 60.378378 62.324324 66.513514 78.135135 91.878378 
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
155.157895 162.315789 153.763158 154.5 149.078947 137.526316 112.184211 78.026316 66.078947 54.736842 55.947368 63.447368 87.657895 122.052632 158.289474 180.578947 
165.769231 166.107692 167.169231 159.538462 153.738462 150.846154 129.523077 107.107692 93.769231 77.6 69.523077 66.753846 68.276923 64.723077 59.661538 67.138462 
69.216216 63.905405 57.405405 55.756757 53.702703 52.797297 51.77027 49.216216 54.040541 58.040541 64.878378 86.189189 128.662162 174.837838 195.635135 197.716216 
66.753623 62.536232 63.434783 67.130435 70.449275 70.115942 69.521739 70.898551 72.42029 79.130435 93.072464 114.507246 126.927536 129.84058 127.246377 132.376812 
197.534884 203.906977 201.511628 185.232558 132.651163 88.813953 70.953488 60.465116 62.837209 79.488372 108.069767 133.44186 147.325581 174.837209 189.55814 194.209302 
95.672414 106.206897 120.948276 124.362069 119.637931 108.465517 97.310345 85.086207 74.5 69.086207 63.758621 63.241379 61.534483 59.189655 59.051724 60.448276 
45.057471 43.814176 43.846743 42.975096 43.377395 43.153257 42.762452 43.258621 43.511494 43.300766 43.636015 43.534483 43.302682 42.909962 43.145594 45.521073 
53.642857 52.071429 52.75 50.845238 51.916667 50.595238 49.583333 48.464286 47.452381 48.261905 51.071429 55.285714 62.619048 77.857143 108.071429 131.071429 
