61558.71268;61619.41955;59842.3771;59395.76917;60674.24448;61192.16639
61619.41955;59842.3771;59395.76917;60674.24448;61192.16639;62025.34864
59842.3771;59395.76917;60674.24448;61192.16639;62025.34864;60492.10039
59395.76917;60674.24448;61192.16639;62025.34864;60492.10039;60793.21244
60674.24448;61192.16639;62025.34864;60492.10039;60793.21244;58597.959
61192.16639;62025.34864;60492.10039;60793.21244;58597.959;57356.79876
62025.34864;60492.10039;60793.21244;58597.959;57356.79876;55736.03931
60492.10039;60793.21244;58597.959;57356.79876;55736.03931;56188.79526
60793.21244;58597.959;57356.79876;55736.03931;56188.79526;52484.20456
58597.959;57356.79876;55736.03931;56188.79526;52484.20456;54917.47217
57356.79876;55736.03931;56188.79526;52484.20456;54917.47217;53127.26186
55736.03931;56188.79526;52484.20456;54917.47217;53127.26186;56426.17043
56188.79526;52484.20456;54917.47217;53127.26186;56426.17043;57477.06405
52484.20456;54917.47217;53127.26186;56426.17043;57477.06405;58254.27579
54917.47217;53127.26186;56426.17043;57477.06405;58254.27579;58949.38775
53127.26186;56426.17043;57477.06405;58254.27579;58949.38775;58084.20583
56426.17043;57477.06405;58254.27579;58949.38775;58084.20583;59509.72445
57477.06405;58254.27579;58949.38775;58084.20583;59509.72445;57586.30514
58254.27579;58949.38775;58084.20583;59509.72445;57586.30514;57593.78688
58949.38775;58084.20583;59509.72445;57586.30514;57593.78688;57787.39645
58084.20583;59509.72445;57586.30514;57593.78688;57787.39645;59312.86671
59509.72445;57586.30514;57593.78688;57787.39645;59312.86671;60491.15538
57586.30514;57593.78688;57787.39645;59312.86671;60491.15538;61290.83423
57593.78688;57787.39645;59312.86671;60491.15538;61290.83423;60555.61519
57787.39645;59312.86671;60491.15538;61290.83423;60555.61519;60045.40194
59312.86671;60491.15538;61290.83423;60555.61519;60045.40194;61621.22975
60491.15538;61290.83423;60555.61519;60045.40194;61621.22975;61263.86862
61290.83423;60555.61519;60045.40194;61621.22975;61263.86862;62577.28927
60555.61519;60045.40194;61621.22975;61263.86862;62577.28927;62577.35755
60045.40194;61621.22975;61263.86862;62577.28927;62577.35755;63352.88657
61621.22975;61263.86862;62577.28927;62577.35755;63352.88657;63722.74162
61263.86862;62577.28927;62577.35755;63352.88657;63722.74162;63914.73852
62577.28927;62577.35755;63352.88657;63722.74162;63914.73852;64228.07522
62577.35755;63352.88657;63722.74162;63914.73852;64228.07522;64423.41883
63352.88657;63722.74162;63914.73852;64228.07522;64423.41883;62352.58461
63722.74162;63914.73852;64228.07522;64423.41883;62352.58461;63189.64999
63914.73852;64228.07522;64423.41883;62352.58461;63189.64999;62310.29123
64228.07522;64423.41883;62352.58461;63189.64999;62310.29123;63320.53523
64423.41883;62352.58461;63189.64999;62310.29123;63320.53523;61833.78827
62352.58461;63189.64999;62310.29123;63320.53523;61833.78827;60784.42979
63189.64999;62310.29123;63320.53523;61833.78827;60784.42979;59027.17564
62310.29123;63320.53523;61833.78827;60784.42979;59027.17564;61252.65437
63320.53523;61833.78827;60784.42979;59027.17564;61252.65437;61035.86272
61833.78827;60784.42979;59027.17564;61252.65437;61035.86272;61131.66298
60784.42979;59027.17564;61252.65437;61035.86272;61131.66298;60895.30553
59027.17564;61252.65437;61035.86272;61131.66298;60895.30553;58969.60061
61252.65437;61035.86272;61131.66298;60895.30553;58969.60061;60731.21065
61035.86272;61131.66298;60895.30553;58969.60061;60731.21065;57710.35329
61131.66298;60895.30553;58969.60061;60731.21065;57710.35329;57832.20548
60895.30553;58969.60061;60731.21065;57710.35329;57832.20548;58687.12308
58969.60061;60731.21065;57710.35329;57832.20548;58687.12308;60163.99933
60731.21065;57710.35329;57832.20548;58687.12308;60163.99933;60450.19737
57710.35329;57832.20548;58687.12308;60163.99933;60450.19737;59801.79873
57832.20548;58687.12308;60163.99933;60450.19737;59801.79873;59322.21576
58687.12308;60163.99933;60450.19737;59801.79873;59322.21576;59832.473
60163.99933;60450.19737;59801.79873;59322.21576;59832.473;61589.46944
60450.19737;59801.79873;59322.21576;59832.473;61589.46944;62157.86848
59801.79873;59322.21576;59832.473;61589.46944;62157.86848;62895.76442
59322.21576;59832.473;61589.46944;62157.86848;62895.76442;63107.36552
59832.473;61589.46944;62157.86848;62895.76442;63107.36552;62970.56106
61589.46944;62157.86848;62895.76442;63107.36552;62970.56106;63381.06381
62157.86848;62895.76442;63107.36552;62970.56106;63381.06381;62399.75403
62895.76442;63107.36552;62970.56106;63381.06381;62399.75403;62361.10092
63107.36552;62970.56106;63381.06381;62399.75403;62361.10092;61455.02872
62970.56106;63381.06381;62399.75403;62361.10092;61455.02872;61195.60395
63381.06381;62399.75403;62361.10092;61455.02872;61195.60395;61675.14442
62399.75403;62361.10092;61455.02872;61195.60395;61675.14442;63115.72933
62361.10092;61455.02872;61195.60395;61675.14442;63115.72933;63573.76407
61455.02872;61195.60395;61675.14442;63115.72933;63573.76407;63910.08943
61195.60395;61675.14442;63115.72933;63573.76407;63910.08943;64382.92967
61675.14442;63115.72933;63573.76407;63910.08943;64382.92967;63887.32118
63115.72933;63573.76407;63910.08943;64382.92967;63887.32118;63554.11739
63573.76407;63910.08943;64382.92967;63887.32118;63554.11739;64221.35611
63910.08943;64382.92967;63887.32118;63554.11739;64221.35611;64795.18223
64382.92967;63887.32118;63554.11739;64221.35611;64795.18223;63022.43583
63887.32118;63554.11739;64221.35611;64795.18223;63022.43583;66819.02249
63554.11739;64221.35611;64795.18223;63022.43583;66819.02249;68323.70867
64221.35611;64795.18223;63022.43583;66819.02249;68323.70867;69071.07861
64795.18223;63022.43583;66819.02249;68323.70867;69071.07861;69142.28079
63022.43583;66819.02249;68323.70867;69071.07861;69142.28079;68075.83776
66819.02249;68323.70867;69071.07861;69142.28079;68075.83776;68743.63427
68323.70867;69071.07861;69142.28079;68075.83776;68743.63427;68652.12355
69071.07861;69142.28079;68075.83776;68743.63427;68652.12355;69395.92189
69142.28079;68075.83776;68743.63427;68652.12355;69395.92189;69430.43385
68075.83776;68743.63427;68652.12355;69395.92189;69430.43385;68983.01516
68743.63427;68652.12355;69395.92189;69430.43385;68983.01516;70392.07529
68652.12355;69395.92189;69430.43385;68983.01516;70392.07529;71585.55249
69395.92189;69430.43385;68983.01516;70392.07529;71585.55249;72228.28319
69430.43385;68983.01516;70392.07529;71585.55249;72228.28319;72297.5597
68983.01516;70392.07529;71585.55249;72228.28319;72297.5597;71125.28643
70392.07529;71585.55249;72228.28319;72297.5597;71125.28643;70324.68423
71585.55249;72228.28319;72297.5597;71125.28643;70324.68423;70456.89004
72228.28319;72297.5597;71125.28643;70324.68423;70456.89004;69921.08221
72297.5597;71125.28643;70324.68423;70456.89004;69921.08221;71971.5793
71125.28643;70324.68423;70456.89004;69921.08221;71971.5793;70666.9454
70324.68423;70456.89004;69921.08221;71971.5793;70666.9454;71530.22386
70456.89004;69921.08221;71971.5793;70666.9454;71530.22386;70827.87823
69921.08221;71971.5793;70666.9454;71530.22386;70827.87823;68992.97275
71971.5793;70666.9454;71530.22386;70827.87823;68992.97275;67704.4823
70666.9454;71530.22386;70827.87823;68992.97275;67704.4823;70109.85877
71530.22386;70827.87823;68992.97275;67704.4823;70109.85877;68724.80622
70827.87823;68992.97275;67704.4823;70109.85877;68724.80622;68168.54442
68992.97275;67704.4823;70109.85877;68724.80622;68168.54442;66683.62956
67704.4823;70109.85877;68724.80622;68168.54442;66683.62956;65695.12279
70109.85877;68724.80622;68168.54442;66683.62956;65695.12279;66166.19584
68724.80622;68168.54442;66683.62956;65695.12279;66166.19584;66106.01738
68168.54442;66683.62956;65695.12279;66166.19584;66106.01738;66194.89034
66683.62956;65695.12279;66166.19584;66106.01738;66194.89034;67308.75657
65695.12279;66166.19584;66106.01738;66194.89034;67308.75657;66028.49014
66166.19584;66106.01738;66194.89034;67308.75657;66028.49014;65516.13088
66106.01738;66194.89034;67308.75657;66028.49014;65516.13088;63693.96144
66194.89034;67308.75657;66028.49014;65516.13088;63693.96144;63711.73919
67308.75657;66028.49014;65516.13088;63693.96144;63711.73919;63290.87489
66028.49014;65516.13088;63693.96144;63711.73919;63290.87489;64901.74312
65516.13088;63693.96144;63711.73919;63290.87489;64901.74312;63031.04725
