63693.96144;63711.73919;63290.87489;64901.74312;63031.04725;63356.52515
63711.73919;63290.87489;64901.74312;63031.04725;63356.52515;64032.90245
63290.87489;64901.74312;63031.04725;63356.52515;64032.90245;62412.4972
64901.74312;63031.04725;63356.52515;64032.90245;62412.4972;60244.29622
63031.04725;63356.52515;64032.90245;62412.4972;60244.29622;58508.7395
63356.52515;64032.90245;62412.4972;60244.29622;58508.7395;58596.69989
64032.90245;62412.4972;60244.29622;58508.7395;58596.69989;58362.36971
62412.4972;60244.29622;58508.7395;58596.69989;58362.36971;58858.17242
60244.29622;58508.7395;58596.69989;58362.36971;58858.17242;59408.61861
58508.7395;58596.69989;58362.36971;58858.17242;59408.61861;59207.79532
58596.69989;58362.36971;58858.17242;59408.61861;59207.79532;59720.59411
58362.36971;58858.17242;59408.61861;59207.79532;59720.59411;59959.95226
58858.17242;59408.61861;59207.79532;59720.59411;59959.95226;61086.64415
59408.61861;59207.79532;59720.59411;59959.95226;61086.64415;59231.62408
59207.79532;59720.59411;59959.95226;61086.64415;59231.62408;59145.69435
59720.59411;59959.95226;61086.64415;59231.62408;59145.69435;59904.60048
59959.95226;61086.64415;59231.62408;59145.69435;59904.60048;58849.27523
61086.64415;59231.62408;59145.69435;59904.60048;58849.27523;58708.35996
59231.62408;59145.69435;59904.60048;58849.27523;58708.35996;56742.72219
59145.69435;59904.60048;58849.27523;58708.35996;56742.72219;56516.71535
59904.60048;58849.27523;58708.35996;56742.72219;56516.71535;56207.68914
58849.27523;58708.35996;56742.72219;56516.71535;56207.68914;57363.95308
58708.35996;56742.72219;56516.71535;56207.68914;57363.95308;59423.25527
56742.72219;56516.71535;56207.68914;57363.95308;59423.25527;58900.56789
56516.71535;56207.68914;57363.95308;59423.25527;58900.56789;57029.82036
56207.68914;57363.95308;59423.25527;58900.56789;57029.82036;54925.67579
57363.95308;59423.25527;58900.56789;57029.82036;54925.67579;55767.93324
59423.25527;58900.56789;57029.82036;54925.67579;55767.93324;56864.60516
58900.56789;57029.82036;54925.67579;55767.93324;56864.60516;56436.07161
57029.82036;54925.67579;55767.93324;56864.60516;56436.07161;56006.24264
54925.67579;55767.93324;56864.60516;56436.07161;56006.24264;54244.43707
55767.93324;56864.60516;56436.07161;56006.24264;54244.43707;53983.89868
56864.60516;56436.07161;56006.24264;54244.43707;53983.89868;54179.39965
56436.07161;56006.24264;54244.43707;53983.89868;54179.39965;54750.78906
56006.24264;54244.43707;53983.89868;54179.39965;54750.78906;53843.63661
54244.43707;53983.89868;54179.39965;54750.78906;53843.63661;52871.10111
53983.89868;54179.39965;54750.78906;53843.63661;52871.10111;53186.40397
54179.39965;54750.78906;53843.63661;52871.10111;53186.40397;55030.38359
54750.78906;53843.63661;52871.10111;53186.40397;55030.38359;55592.69616
53843.63661;52871.10111;53186.40397;55030.38359;55592.69616;55493.50613
52871.10111;53186.40397;55030.38359;55592.69616;55493.50613;54086.24451
53186.40397;55030.38359;55592.69616;55493.50613;54086.24451;53984.51751
55030.38359;55592.69616;55493.50613;54086.24451;53984.51751;55358.33544
55592.69616;55493.50613;54086.24451;53984.51751;55358.33544;56268.66681
55493.50613;54086.24451;53984.51751;55358.33544;56268.66681;55601.48639
54086.24451;53984.51751;55358.33544;56268.66681;55601.48639;55088.04756
53984.51751;55358.33544;56268.66681;55601.48639;55088.04756;54403.42133
55358.33544;56268.66681;55601.48639;55088.04756;54403.42133;53567.70435
56268.66681;55601.48639;55088.04756;54403.42133;53567.70435;51482.52669
55601.48639;55088.04756;54403.42133;53567.70435;51482.52669;52028.40948
55088.04756;54403.42133;53567.70435;51482.52669;52028.40948;50841.68601
54403.42133;53567.70435;51482.52669;52028.40948;50841.68601;48553.34261
53567.70435;51482.52669;52028.40948;50841.68601;48553.34261;49751.2406
51482.52669;52028.40948;50841.68601;48553.34261;49751.2406;51406.88336
52028.40948;50841.68601;48553.34261;49751.2406;51406.88336;52553.84354
50841.68601;48553.34261;49751.2406;51406.88336;52553.84354;48587.98865
48553.34261;49751.2406;51406.88336;52553.84354;48587.98865;49354.73231
49751.2406;51406.88336;52553.84354;48587.98865;49354.73231;46030.321
51406.88336;52553.84354;48587.98865;49354.73231;46030.321;48511.20576
52553.84354;48587.98865;49354.73231;46030.321;48511.20576;53267.30277
48587.98865;49354.73231;46030.321;48511.20576;53267.30277;51712.24809
49354.73231;46030.321;48511.20576;53267.30277;51712.24809;51915.60664
46030.321;48511.20576;53267.30277;51712.24809;51915.60664;50879.55306
48511.20576;53267.30277;51712.24809;51915.60664;50879.55306;46028
